sale_id,cst_id,prd_id,sale_date,quantity,unit_price,sale_amount,channel
438,457.0,78.0,2024-11-10,1000.0,1284.02,1284020.0,Partner
439,496.0,70.0,UNKNOWN,-1.0,1442.79,,
440,238.0,79.0,2024-09-23,-1.0,791.18,,Partner
441,299.0,104.0,2023-11-26,2.0,1320.16,2640.32,
442,163.0,88.0,2024-02-21,-1.0,1633.14,,
443,55.0,51.0,2024-03-03,2.0,94.52,189.04,
444,175.0,12.0,2024-10-29,1.0,234.36,234.36,Partner
445,246.0,23.0,2023-07-28,3.0,932.17,2796.51,
446,223.0,85.0,2024-09-23,3.0,132.57,397.71,Unknown
447,309.0,84.0,2025-02-14,,1729.97,,Partner
448,195.0,112.0,2023-08-07,,1518.94,,
449,282.0,119.0,2025-04-27,-1.0,467.87,,Store
450,468.0,140.0,2023-12-18,,749.41,,Partner
451,492.0,46.0,2024-11-14,1000.0,970.7,970700.0,Online
452,13.0,57.0,2024-12-11,-1.0,505.13,,Unknown
453,474.0,114.0,2024-01-26,1000.0,1642.46,1642460.0,Partner
454,364.0,5.0,2024-12-24,-1.0,1666.79,,Partner
455,149.0,6.0,2024-04-23,2.0,1709.14,3418.28,Online
456,226.0,92.0,2025-03-31,,417.6,,Online
457,485.0,137.0,2024-02-20,,602.62,,Partner
458,169.0,130.0,2024-10-14,,878.02,,Store
459,299.0,,2024-03-07,1.0,7.01,7.01,Unknown
460,36.0,121.0,2023-08-11,,154.65,,Unknown
461,72.0,140.0,2024-04-10,3.0,1257.36,3772.08,Unknown
462,486.0,80.0,2024-12-12,1000.0,64.54,64540.0,Store
463,445.0,34.0,2024-01-14,1000.0,175.25,175250.0,Partner
464,411.0,57.0,2024-01-19,1.0,1154.96,1154.96,
465,273.0,85.0,2024-08-06,1.0,1685.53,1685.53,Online
466,332.0,76.0,2024-08-14,3.0,789.11,2367.33,Unknown
467,158.0,94.0,2023-10-08,-1.0,827.54,,Unknown
468,21.0,47.0,2024-10-19,2.0,1665.89,3331.78,Store
469,334.0,91.0,2024-08-12,-1.0,307.36,,Unknown
470,23.0,114.0,2024-11-19,3.0,1833.64,5500.92,
471,,127.0,2023-11-24,1000.0,243.82,243820.0,Online
472,135.0,23.0,2025-04-17,1000.0,583.21,583210.0,Online
473,361.0,49.0,2024-05-09,-1.0,783.15,,Store
474,268.0,141.0,2023-10-19,1.0,1620.29,1620.29,Unknown
475,288.0,79.0,2025-02-14,3.0,1472.02,4416.06,Partner
476,252.0,120.0,2024-03-30,1.0,699.79,699.79,Partner
477,238.0,37.0,2023-07-14,3.0,1860.82,5582.46,Online
478,321.0,65.0,2024-11-28,2.0,1147.78,2295.56,Partner
479,9.0,27.0,2023-09-16,-1.0,1767.74,,Store
480,302.0,100.0,2023-12-16,1.0,893.75,893.75,Unknown
481,64.0,,2023-08-15,2.0,762.62,1525.24,Store
482,450.0,92.0,2024-11-09,3.0,1459.94,4379.82,Partner
483,325.0,147.0,2024-05-12,,1122.67,,Partner
484,,10.0,2024-04-11,1000.0,115.5,115500.0,Store
485,201.0,28.0,2024-11-17,1.0,1047.57,1047.57,Online
486,19.0,43.0,2025-02-16,2.0,1192.8,2385.6,Store
487,88.0,53.0,2025-01-23,-1.0,1683.07,,Store
488,497.0,134.0,2023-12-28,3.0,1453.41,4360.23,Unknown
489,,97.0,2024-08-22,-1.0,1930.44,,
490,308.0,132.0,2023-09-16,1000.0,1361.33,1361330.0,Partner
491,93.0,118.0,2024-08-11,,1220.74,,Unknown
492,436.0,19.0,2024-01-07,-1.0,1216.95,,Online
493,310.0,130.0,2024-08-25,1000.0,1342.01,1342010.0,Unknown
494,61.0,133.0,2024-04-22,,1543.02,,Online
495,9.0,59.0,2024-05-10,,1721.96,,Unknown
496,454.0,,2024-01-02,1000.0,670.82,670820.0,Unknown
497,401.0,127.0,2025-01-04,1.0,515.05,515.05,Online
498,328.0,28.0,2025-02-04,-1.0,1525.3,,Partner
499,482.0,64.0,2023-08-17,,131.95,,Store
500,134.0,147.0,2024-11-25,2.0,677.1,1354.2,Unknown
501,464.0,123.0,2024-12-19,3.0,804.79,2414.37,Store
502,364.0,33.0,2025-02-20,3.0,128.02,384.06,Unknown
503,133.0,85.0,2023-11-01,1000.0,783.19,783190.0,Online
504,294.0,13.0,2025-05-31,,240.65,,Partner
505,123.0,57.0,2023-12-05,,720.61,,Store
506,406.0,125.0,2025-03-06,1.0,521.66,521.66,Online
507,148.0,133.0,2024-04-07,,927.33,,
508,358.0,38.0,2025-03-20,3.0,1920.41,5761.23,
509,254.0,144.0,2024-03-17,1.0,1297.71,1297.71,Store
510,354.0,132.0,2024-06-26,2.0,1679.36,3358.72,Online
511,329.0,27.0,2024-04-23,1.0,185.36,185.36,Unknown
512,157.0,67.0,2023-09-30,1.0,731.07,731.07,Store
513,340.0,148.0,2025-06-16,1.0,1508.71,1508.71,Online
514,189.0,63.0,2024-04-22,-1.0,1377.21,,Store
515,348.0,146.0,2024-06-20,3.0,1265.43,3796.29,Unknown
516,254.0,,2024-12-05,2.0,496.45,992.9,Unknown
517,369.0,,2025-03-02,,1862.36,,Partner
518,463.0,73.0,2024-11-15,2.0,1259.07,2518.14,Online
519,107.0,77.0,2024-12-06,1000.0,1604.62,1604620.0,Online
520,156.0,81.0,2025-04-01,2.0,1499.85,2999.7,
521,191.0,65.0,2024-12-24,,924.32,,
522,170.0,80.0,2023-08-02,3.0,672.61,2017.83,
523,144.0,12.0,2024-10-24,1000.0,1187.49,1187490.0,
524,220.0,149.0,2024-11-22,3.0,78.68,236.04,Unknown
525,500.0,44.0,2024-04-10,1.0,368.38,368.38,Store
526,422.0,35.0,2024-08-23,-1.0,1212.29,,Online
527,475.0,88.0,2024-07-14,1.0,1204.64,1204.64,Unknown
528,102.0,60.0,2024-09-10,2.0,588.42,1176.84,Online
529,447.0,116.0,2024-12-24,3.0,1948.04,5844.12,Online
530,102.0,146.0,2024-06-15,3.0,23.88,71.64,Partner
531,288.0,101.0,2025-06-18,-1.0,1149.89,,Online
532,118.0,67.0,2024-08-21,3.0,1392.35,4177.05,
533,475.0,149.0,2024-01-14,1.0,1961.32,1961.32,Online
534,281.0,132.0,2025-06-25,-1.0,1146.0,,Unknown
535,323.0,133.0,2025-06-08,3.0,527.33,1581.99,
536,214.0,146.0,2023-12-06,-1.0,NaN,,Online
537,111.0,119.0,2024-01-21,1000.0,871.94,871940.0,Unknown
538,201.0,147.0,2025-03-13,2.0,1073.81,2147.62,Partner
539,266.0,94.0,2024-03-19,3.0,1001.95,3005.85,
540,79.0,81.0,2024-03-12,,275.14,,Partner
541,,58.0,2023-12-11,3.0,139.46,418.38,Partner
542,236.0,128.0,2023-11-14,2.0,1402.27,2804.54,Partner
543,269.0,142.0,2024-07-01,3.0,130.93,392.79,Partner
544,474.0,123.0,UNKNOWN,2.0,1594.01,3188.02,Online
545,312.0,56.0,2023-12-24,3.0,948.48,2845.44,
546,82.0,10.0,2024-12-07,1000.0,1814.85,1814850.0,Unknown
547,334.0,54.0,2024-05-20,2.0,1202.07,2404.14,Online
548,412.0,114.0,2023-09-28,,1386.98,,Partner
549,112.0,26.0,2024-01-30,,263.64,,Store
550,333.0,120.0,2024-07-04,1000.0,1114.96,1114960.0,Unknown
551,125.0,100.0,2025-04-19,-1.0,1739.9,,
552,374.0,50.0,2024-07-12,3.0,393.94,1181.82,
553,306.0,7.0,2025-03-05,1.0,306.97,306.97,
554,444.0,1.0,2025-02-05,,1557.61,,Store
555,183.0,137.0,2025-02-15,1000.0,1218.66,1218660.0,Unknown
556,,150.0,2025-02-03,,474.9,,Partner
557,157.0,49.0,2024-04-05,1000.0,1088.62,1088620.0,Store
558,31.0,129.0,2025-06-04,3.0,1226.87,3680.61,Online
559,370.0,4.0,2024-02-02,3.0,1453.77,4361.31,Partner
560,90.0,49.0,2023-11-22,,1606.65,,Partner
561,206.0,88.0,2024-11-17,2.0,822.83,1645.66,
562,376.0,142.0,2025-02-17,,317.51,,
563,27.0,12.0,2024-09-22,3.0,623.06,1869.18,
564,144.0,58.0,2024-01-05,-1.0,535.83,,Unknown
565,389.0,36.0,2024-09-27,1000.0,723.07,723070.0,Partner
566,101.0,101.0,2025-06-19,1000.0,1370.47,1370470.0,Unknown
567,357.0,41.0,2025-07-03,3.0,494.55,1483.65,
568,117.0,81.0,2023-10-01,1000.0,1846.99,1846990.0,Unknown
569,251.0,85.0,2024-10-17,1000.0,1103.5,1103500.0,Store
570,433.0,73.0,2024-11-01,2.0,1370.17,2740.34,Unknown
571,162.0,40.0,2024-06-11,3.0,102.99,308.97,
572,404.0,14.0,2025-04-24,1.0,635.6,635.6,Store
573,342.0,33.0,2024-11-11,2.0,1638.56,3277.12,
574,352.0,124.0,2025-06-25,2.0,1501.58,3003.16,Store
575,,75.0,2024-12-08,3.0,680.14,2040.42,Store
576,15.0,85.0,2025-05-12,1000.0,28.9,28900.0,
577,71.0,150.0,2024-07-17,-1.0,222.2,,Store
578,180.0,92.0,2024-07-02,3.0,1285.29,3855.87,Store
579,20.0,89.0,2024-09-16,,1648.28,,Partner
580,353.0,11.0,2024-09-24,,986.19,,Store
581,3.0,39.0,2024-03-15,-1.0,511.01,,
582,176.0,106.0,2025-02-27,1000.0,1178.6,1178600.0,Online
583,,65.0,2024-03-26,1.0,1623.58,1623.58,Store
584,288.0,108.0,2025-02-04,1.0,1909.79,1909.79,Unknown
585,108.0,68.0,2024-07-01,1000.0,1661.0,1661000.0,Online
586,453.0,93.0,2024-11-21,,594.88,,Unknown
587,466.0,121.0,2024-07-25,3.0,488.26,1464.78,Online
588,136.0,29.0,2024-07-15,2.0,604.2,1208.4,Partner
589,352.0,28.0,2024-01-15,2.0,556.62,1113.24,
590,120.0,64.0,2023-10-05,,1948.26,,
591,385.0,24.0,2024-03-07,-1.0,961.63,,Partner
592,440.0,38.0,2025-02-08,1000.0,300.05,300050.0,Online
593,170.0,4.0,2025-02-10,2.0,1863.06,3726.12,Partner
594,409.0,84.0,2024-07-09,-1.0,1785.6,,Online
595,464.0,,2024-12-22,3.0,1234.18,3702.54,Store
596,73.0,27.0,2023-08-18,-1.0,6.03,,Partner
597,181.0,44.0,2024-03-01,1000.0,583.89,583890.0,Store
598,141.0,139.0,2024-01-10,,1279.44,,Online
599,86.0,7.0,2023-12-02,3.0,1973.95,5921.85,
600,95.0,76.0,2023-09-24,2.0,1927.44,3854.88,
601,419.0,143.0,2024-03-18,2.0,583.14,1166.28,Unknown
602,283.0,64.0,2024-11-07,-1.0,1268.62,,Store
603,346.0,66.0,2025-06-13,,265.48,,Store
604,94.0,83.0,2025-01-06,,1250.51,,Unknown
605,177.0,88.0,2023-10-02,3.0,1284.98,3854.94,Unknown
606,27.0,14.0,2023-10-24,1000.0,1192.37,1192370.0,
607,254.0,105.0,2023-10-23,-1.0,1899.2,,
608,99.0,86.0,UNKNOWN,-1.0,476.3,,Unknown
609,347.0,128.0,2023-09-26,-1.0,758.41,,Online
610,150.0,138.0,2025-06-20,1.0,1503.39,1503.39,
611,42.0,80.0,2024-05-22,2.0,1163.3,2326.6,Online
612,388.0,56.0,2024-06-20,1.0,190.8,190.8,Partner
613,21.0,36.0,2023-09-17,2.0,971.96,1943.92,Online
614,422.0,50.0,2024-01-12,1000.0,780.79,780790.0,Unknown
615,42.0,16.0,2024-01-13,-1.0,1229.93,,Online
616,166.0,106.0,2024-06-13,3.0,1056.67,3170.01,
617,245.0,134.0,2025-03-22,3.0,1613.45,4840.35,Online
618,473.0,63.0,2025-04-23,1.0,1193.22,1193.22,Store
619,425.0,97.0,2024-03-24,,1806.8,,Partner
620,387.0,37.0,2024-08-13,1.0,908.1,908.1,Store
621,353.0,109.0,2023-10-26,1.0,1600.58,1600.58,Store
622,17.0,145.0,2024-09-12,-1.0,510.06,,
623,214.0,,2025-05-06,3.0,1916.4,5749.2,Store
624,96.0,48.0,2025-07-01,1.0,1865.75,1865.75,
625,56.0,145.0,2024-10-05,3.0,873.11,2619.33,Partner
626,103.0,87.0,2023-10-10,-1.0,643.67,,Store
627,129.0,103.0,2025-03-02,1000.0,505.69,505690.0,
628,432.0,10.0,2025-03-28,1.0,558.95,558.95,Store
629,45.0,119.0,2024-05-06,2.0,319.83,639.66,Unknown
630,426.0,,UNKNOWN,3.0,1017.64,3052.92,Online
631,494.0,88.0,2025-04-03,2.0,891.53,1783.06,Online
632,370.0,45.0,2024-09-27,,1630.57,,Store
633,383.0,54.0,2024-02-18,-1.0,1835.32,,Online
634,218.0,54.0,2024-08-07,1000.0,1098.83,1098830.0,Unknown
635,52.0,9.0,2025-02-17,3.0,1040.7,3122.1,Partner
636,218.0,122.0,2024-01-02,,988.09,,Store
637,,30.0,2025-02-23,3.0,1078.04,3234.12,Partner
638,61.0,19.0,2025-01-31,2.0,258.03,516.06,Online
639,402.0,50.0,2025-01-30,1000.0,1191.32,1191320.0,Store
640,201.0,60.0,2024-04-07,-1.0,61.79,,Partner
641,302.0,19.0,2023-09-19,3.0,1180.44,3541.32,
642,31.0,41.0,2024-11-27,1.0,704.61,704.61,Online
643,120.0,97.0,2023-09-02,1000.0,464.08,464080.0,
644,427.0,38.0,2024-09-05,2.0,731.82,1463.64,Unknown
645,11.0,87.0,2023-11-02,1000.0,1460.07,1460070.0,Store
646,121.0,123.0,2023-08-12,-1.0,452.11,,
647,307.0,45.0,2025-05-18,,373.88,,Online
648,38.0,11.0,2023-12-25,,1720.16,,Online
649,253.0,144.0,2024-03-24,1000.0,941.35,941350.0,Online
650,160.0,38.0,2025-04-28,2.0,380.95,761.9,Partner
651,365.0,119.0,2025-01-02,3.0,1875.78,5627.34,
652,316.0,72.0,2024-09-18,2.0,1550.68,3101.36,
653,277.0,14.0,2024-07-07,-1.0,675.79,,Store
654,421.0,144.0,2024-01-26,3.0,1755.18,5265.54,Online
655,347.0,139.0,2023-09-29,,1428.79,,
656,215.0,114.0,2024-12-15,1.0,947.25,947.25,Store
657,347.0,141.0,2024-06-04,3.0,1643.21,4929.63,Partner
658,486.0,16.0,2024-11-29,2.0,45.17,90.34,
659,390.0,39.0,2024-09-10,1000.0,1622.05,1622050.0,Unknown
660,401.0,133.0,2025-01-16,,1461.82,,
661,398.0,7.0,2024-02-26,1000.0,809.66,809660.0,Store
662,285.0,43.0,2023-11-22,2.0,NaN,,Partner
663,20.0,148.0,2024-07-11,1.0,980.15,980.15,Partner
664,177.0,75.0,2024-11-04,3.0,1267.62,3802.86,Online
665,47.0,108.0,2024-04-04,1.0,1719.83,1719.83,Partner
666,333.0,149.0,UNKNOWN,-1.0,1404.61,,Partner
667,75.0,70.0,2024-05-30,3.0,384.74,1154.22,Partner
668,418.0,4.0,2025-03-20,2.0,852.72,1705.44,
669,153.0,107.0,2024-06-08,1.0,1864.27,1864.27,Partner
670,440.0,5.0,2024-11-27,,1164.18,,
671,284.0,68.0,2024-07-27,2.0,1450.85,2901.7,Store
672,370.0,66.0,2023-07-10,2.0,1691.86,3383.72,Online
673,127.0,88.0,2024-12-19,3.0,1140.59,3421.77,Online
674,242.0,119.0,2024-06-17,,1991.56,,
675,190.0,141.0,2024-12-25,1.0,655.18,655.18,Unknown
676,239.0,65.0,2025-01-13,1.0,27.21,27.21,Unknown
677,313.0,141.0,2023-09-26,-1.0,115.22,,Partner
678,368.0,67.0,2024-04-15,-1.0,558.5,,Unknown
679,303.0,,2024-11-20,,97.51,,Store
680,,,2025-05-16,-1.0,1203.2,,
681,133.0,70.0,2023-10-30,,1221.55,,
682,44.0,123.0,2023-11-02,2.0,1979.23,3958.46,Store
683,363.0,14.0,2024-04-29,,59.27,,
684,154.0,23.0,2024-12-16,2.0,1858.51,3717.02,Online
685,453.0,132.0,2025-04-08,-1.0,1422.79,,Online
686,116.0,117.0,2023-10-12,2.0,299.39,598.78,Unknown
687,44.0,40.0,2025-01-04,1000.0,900.03,900030.0,Unknown
688,352.0,40.0,2024-04-22,,582.85,,Unknown
689,81.0,16.0,2025-03-28,3.0,668.47,2005.41,Partner
690,300.0,35.0,2025-03-26,-1.0,161.43,,Store
691,61.0,38.0,2024-03-28,2.0,1002.25,2004.5,Unknown
692,55.0,19.0,2024-05-07,1000.0,886.94,886940.0,Store
693,209.0,97.0,2025-03-09,2.0,1104.54,2209.08,Online
694,300.0,113.0,2024-07-30,1000.0,1451.56,1451560.0,Online
695,345.0,,2024-02-18,-1.0,333.36,,Partner
696,310.0,127.0,2024-01-06,1.0,634.88,634.88,Unknown
697,463.0,133.0,2023-12-23,3.0,1759.14,5277.42,Partner
698,174.0,9.0,2024-09-28,1.0,1695.65,1695.65,
699,466.0,102.0,2025-03-17,1000.0,73.43,73430.0,Unknown
700,439.0,3.0,2025-06-18,-1.0,1004.12,,Online
701,58.0,20.0,2025-05-09,1.0,NaN,,
702,73.0,103.0,2024-09-24,,634.27,,Partner
703,43.0,121.0,2025-03-28,1.0,1103.49,1103.49,
704,375.0,148.0,2023-11-12,,NaN,,Online
705,118.0,17.0,2025-05-25,1.0,786.81,786.81,Unknown
706,80.0,150.0,2024-07-22,2.0,957.05,1914.1,Unknown
707,304.0,32.0,2023-11-07,2.0,437.77,875.54,Online
708,204.0,68.0,2024-09-30,1000.0,745.06,745060.0,Partner
709,39.0,93.0,2023-08-25,1000.0,1482.82,1482820.0,Online
710,227.0,96.0,2024-04-12,2.0,701.66,1403.32,Unknown
711,236.0,70.0,2024-03-16,1.0,1704.85,1704.85,Unknown
712,248.0,103.0,2024-08-24,-1.0,833.74,,Online
713,14.0,22.0,2025-01-31,3.0,1560.07,4680.21,Store
714,290.0,22.0,2025-04-16,3.0,638.56,1915.68,Partner
715,232.0,143.0,2023-12-09,3.0,1107.82,3323.46,Partner
716,227.0,143.0,2025-04-24,1.0,1656.75,1656.75,
717,178.0,,2024-01-15,-1.0,1730.78,,Store
718,380.0,31.0,2024-07-12,1000.0,670.53,670530.0,Unknown
719,374.0,132.0,2024-12-15,3.0,1755.45,5266.35,Unknown
720,443.0,103.0,2023-08-07,2.0,315.41,630.82,Store
721,131.0,27.0,2023-11-19,,1921.0,,
722,27.0,11.0,2024-10-23,1000.0,623.81,623810.0,Online
723,,27.0,2025-02-19,,211.33,,
724,4.0,15.0,2023-10-15,1.0,1742.24,1742.24,Store
725,331.0,74.0,2024-01-29,1000.0,388.47,388470.0,Partner
726,414.0,58.0,2024-02-02,2.0,1915.0,3830.0,
727,287.0,141.0,2025-04-26,1000.0,435.42,435420.0,Online
728,314.0,114.0,2024-01-09,1.0,525.3,525.3,Unknown
729,110.0,116.0,2025-07-03,1000.0,412.36,412360.0,
730,159.0,76.0,2025-05-17,-1.0,1557.84,,Store
731,451.0,14.0,2024-11-28,2.0,1858.09,3716.18,
732,305.0,18.0,2024-06-20,1.0,327.96,327.96,Store
733,205.0,147.0,2024-04-06,2.0,854.01,1708.02,Online
734,204.0,14.0,2024-03-07,,96.63,,Partner
735,333.0,14.0,2025-02-09,-1.0,964.09,,Unknown
736,140.0,128.0,2024-10-12,-1.0,703.04,,Store
737,,93.0,2025-03-31,1.0,1570.4,1570.4,Online
738,404.0,,2023-08-06,1000.0,1508.04,1508040.0,Unknown
739,209.0,96.0,2024-05-31,2.0,205.46,410.92,Online
740,236.0,90.0,2023-10-19,1000.0,NaN,,Store
741,153.0,145.0,2024-04-29,1.0,1515.64,1515.64,
742,275.0,59.0,2025-03-12,1.0,886.63,886.63,Store
743,75.0,45.0,2025-04-21,-1.0,266.02,,Store
744,218.0,4.0,2024-03-04,2.0,590.86,1181.72,Unknown
745,50.0,45.0,2024-10-26,,1378.45,,Store
746,455.0,121.0,2023-10-22,,1068.72,,Unknown
747,282.0,122.0,2025-06-17,1000.0,1006.88,1006880.0,Online
748,229.0,118.0,2024-01-27,1000.0,1258.22,1258220.0,Partner
749,25.0,86.0,2025-05-04,,1612.82,,Partner
750,161.0,109.0,2025-03-05,,306.74,,Online
751,126.0,116.0,2024-03-11,,1010.18,,Store
752,31.0,66.0,2025-02-06,,1569.45,,Online
753,159.0,43.0,2024-02-24,,97.7,,Unknown
754,2.0,99.0,2024-03-15,2.0,NaN,,Store
755,275.0,67.0,2024-11-04,,232.71,,Partner
756,87.0,43.0,2024-02-28,3.0,175.87,527.61,Unknown
757,121.0,22.0,2023-07-27,,936.5,,Online
758,395.0,29.0,2023-10-19,,1526.64,,Online
759,101.0,55.0,2023-12-23,3.0,238.3,714.9,
760,40.0,11.0,2024-10-03,3.0,1048.38,3145.14,Partner
761,345.0,94.0,2023-11-17,3.0,1534.22,4602.66,
762,63.0,49.0,2023-07-11,3.0,176.55,529.65,
763,327.0,59.0,2024-10-09,3.0,1261.22,3783.66,Partner
764,213.0,109.0,2023-09-21,-1.0,183.22,,Unknown
765,122.0,102.0,2023-09-22,1.0,38.21,38.21,Store
766,347.0,115.0,2024-09-29,2.0,1328.81,2657.62,
767,45.0,30.0,2024-04-09,3.0,88.97,266.91,Store
768,360.0,97.0,2023-10-15,-1.0,627.22,,Unknown
769,126.0,2.0,2023-08-30,1.0,72.66,72.66,
770,308.0,82.0,2023-09-03,-1.0,1176.39,,Unknown
771,,23.0,2023-10-28,3.0,957.73,2873.19,Online
772,304.0,118.0,2025-07-07,1000.0,1784.21,1784210.0,Store
773,332.0,12.0,2023-09-11,3.0,79.09,237.27,Store
774,247.0,134.0,2024-03-26,2.0,623.79,1247.58,
775,22.0,101.0,2024-02-08,3.0,1249.51,3748.53,Store
776,,21.0,UNKNOWN,1000.0,1300.0,1300000.0,Store
777,132.0,9.0,UNKNOWN,1000.0,1705.34,1705340.0,
778,52.0,55.0,2025-03-08,1.0,1014.89,1014.89,Unknown
779,495.0,87.0,2025-04-21,1.0,1357.1,1357.1,Online
780,5.0,44.0,2023-10-30,1.0,790.51,790.51,Unknown
781,223.0,12.0,2023-07-29,2.0,809.88,1619.76,Online
782,288.0,114.0,2024-07-23,,1742.3,,Partner
783,407.0,85.0,2025-01-28,-1.0,653.79,,Partner
784,,,2024-09-30,2.0,1488.88,2977.76,Store
785,273.0,143.0,2025-04-02,-1.0,1050.34,,Unknown
786,165.0,47.0,2025-04-05,3.0,702.21,2106.63,Store
787,111.0,63.0,2024-09-01,3.0,1546.72,4640.16,Partner
788,271.0,113.0,2025-05-06,2.0,1337.43,2674.86,Unknown
789,392.0,28.0,2024-05-23,2.0,1295.57,2591.14,Unknown
790,400.0,30.0,2024-03-18,1.0,1227.09,1227.09,Store
791,42.0,15.0,2023-12-26,-1.0,816.91,,Online
792,409.0,133.0,2024-09-09,-1.0,1344.03,,Store
793,186.0,19.0,2024-10-14,1000.0,86.05,86050.0,Online
794,187.0,65.0,2024-02-02,2.0,717.15,1434.3,Store
795,242.0,109.0,2024-11-28,2.0,1896.49,3792.98,
796,203.0,142.0,2023-07-13,1000.0,550.08,550080.0,
797,200.0,83.0,2023-09-13,2.0,1804.89,3609.78,Online
798,308.0,43.0,2025-02-23,2.0,1522.41,3044.82,
799,220.0,92.0,2024-12-17,1000.0,837.15,837150.0,Online
800,121.0,106.0,2025-06-16,1.0,1685.13,1685.13,Store
801,376.0,54.0,2024-12-13,2.0,25.44,50.88,Store
802,60.0,117.0,2025-02-27,3.0,223.43,670.29,Unknown
803,346.0,51.0,2023-11-29,1000.0,1131.43,1131430.0,Partner
804,213.0,137.0,2024-01-06,1000.0,898.4,898400.0,Online
805,434.0,,2025-06-17,1.0,1650.15,1650.15,
806,300.0,40.0,2023-12-05,3.0,1004.66,3013.98,Unknown
807,55.0,108.0,2025-04-09,1000.0,799.01,799010.0,
808,206.0,89.0,2025-03-17,-1.0,1068.94,,
809,196.0,127.0,2023-11-07,3.0,449.64,1348.92,Online
810,226.0,35.0,2025-01-25,3.0,NaN,,Store
811,482.0,,2025-03-15,1000.0,1093.42,1093420.0,Unknown
812,,76.0,2024-01-21,1.0,221.62,221.62,
813,107.0,42.0,2025-06-25,,196.38,,Partner
814,101.0,133.0,2024-01-13,1.0,765.14,765.14,Unknown
815,437.0,124.0,2025-01-21,2.0,1855.32,3710.64,Online
816,383.0,141.0,2024-12-24,,311.16,,
817,24.0,37.0,2024-02-08,3.0,227.85,683.55,Store
818,72.0,73.0,2024-12-23,1.0,441.98,441.98,
819,336.0,66.0,2024-11-26,,885.54,,Partner
820,390.0,139.0,2024-06-18,2.0,907.59,1815.18,Unknown
821,342.0,79.0,2024-10-02,,1734.53,,Unknown
822,36.0,76.0,2025-06-07,1.0,1888.47,1888.47,Online
823,404.0,64.0,2024-11-26,,1856.12,,Online
824,196.0,27.0,2024-09-20,,1279.56,,Partner
825,218.0,141.0,2024-04-11,3.0,979.12,2937.36,Online
826,112.0,122.0,2024-04-07,1000.0,1112.97,1112970.0,Store
827,,47.0,2024-03-28,1.0,1296.89,1296.89,Unknown
828,57.0,111.0,2024-10-08,3.0,905.45,2716.35,Online
829,235.0,47.0,2023-10-08,1000.0,466.92,466920.0,
830,50.0,138.0,2025-04-25,1.0,1518.1,1518.1,
831,90.0,70.0,2024-01-26,1000.0,192.63,192630.0,Unknown
832,53.0,37.0,2024-07-17,3.0,1788.14,5364.42,Online
833,152.0,47.0,2025-02-16,3.0,1875.96,5627.88,Store
834,58.0,110.0,2024-03-02,-1.0,533.79,,Unknown
835,273.0,129.0,2025-01-21,,508.69,,Unknown
836,107.0,117.0,2024-08-26,,837.7,,Store
837,213.0,139.0,2024-03-15,2.0,533.49,1066.98,
838,14.0,121.0,2025-03-13,1.0,743.11,743.11,Unknown
839,199.0,72.0,2024-12-21,,571.44,,Store
840,276.0,67.0,2024-05-18,3.0,1320.9,3962.7,Unknown
841,199.0,76.0,2025-02-12,-1.0,291.15,,Unknown
842,463.0,61.0,2024-05-02,2.0,831.1,1662.2,Partner
843,12.0,30.0,2023-11-02,1000.0,1458.16,1458160.0,Unknown
844,283.0,35.0,2024-01-29,3.0,177.19,531.57,Store
845,493.0,149.0,2024-03-18,1000.0,1148.85,1148850.0,Online
846,15.0,55.0,2024-03-02,2.0,1671.27,3342.54,Unknown
847,113.0,1.0,2025-06-05,,1636.51,,Store
848,309.0,112.0,2025-05-24,1000.0,512.31,512310.0,Store
849,117.0,117.0,2024-03-30,-1.0,1657.84,,
850,117.0,17.0,2024-11-15,,1207.87,,Unknown
851,41.0,149.0,2023-11-06,2.0,1616.91,3233.82,Online
852,296.0,97.0,2024-04-12,1.0,1190.49,1190.49,Partner
853,383.0,133.0,2024-11-05,2.0,1473.21,2946.42,
854,400.0,29.0,2024-07-14,-1.0,351.37,,Unknown
855,486.0,72.0,2025-05-28,3.0,836.71,2510.13,Partner
856,339.0,136.0,2025-03-20,1.0,974.26,974.26,Store
857,248.0,76.0,2023-12-23,,246.53,,Unknown
858,197.0,63.0,2023-08-05,-1.0,1690.49,,Partner
859,115.0,90.0,2025-01-01,3.0,11.79,35.37,Store
860,23.0,18.0,2025-05-12,,1389.11,,
861,26.0,105.0,2024-02-04,2.0,386.61,773.22,Unknown
862,480.0,103.0,2023-10-18,3.0,709.68,2129.04,Unknown
863,297.0,34.0,2023-08-24,2.0,1116.19,2232.38,Store
864,279.0,62.0,2024-11-03,1000.0,1889.59,1889590.0,Store
865,66.0,16.0,2023-10-03,1.0,1663.09,1663.09,Store
866,144.0,120.0,2023-11-25,2.0,515.38,1030.76,Online
867,266.0,,2024-06-25,2.0,1377.42,2754.84,
868,45.0,65.0,2024-11-04,1000.0,1685.72,1685720.0,Store
869,229.0,81.0,2024-03-16,3.0,706.39,2119.17,Partner
870,396.0,27.0,2024-09-08,-1.0,1742.11,,Unknown
871,206.0,34.0,2023-09-17,-1.0,1546.6,,
872,435.0,116.0,2025-01-11,2.0,681.84,1363.68,Online
873,172.0,77.0,2025-03-22,,1805.72,,Online
874,270.0,14.0,2024-11-15,,128.21,,Partner
